N,itm,Date,t,s
1,1,2025-10-09 18:30:00,19.53,33.9
2,2,2025-10-09 19:30:00,19.5,33.9
3,3,2025-10-09 20:30:00,19.5,33.9
4,4,2025-10-09 21:30:00,19.49,33.9
5,5,2025-10-09 22:30:00,19.38,34.0
6,6,2025-10-09 23:30:00,19.2,34.0
7,7,2025-10-10 00:30:00,19.11,34.0
8,8,2025-10-10 01:30:00,19.12,34.0
9,9,2025-10-10 02:30:00,19.12,34.0
10,10,2025-10-10 03:30:00,19.04,34.0
11,11,2025-10-10 04:30:00,18.88,34.0
12,12,2025-10-10 05:30:00,18.73,34.0
13,13,2025-10-10 06:30:00,18.61,34.0
14,14,2025-10-10 07:30:00,18.5,34.0
15,15,2025-10-10 08:30:00,18.42,34.0
16,16,2025-10-10 09:30:00,18.42,34.0
17,17,2025-10-10 10:30:00,18.52,34.0
18,18,2025-10-10 11:30:00,18.7,34.0
19,19,2025-10-10 12:30:00,18.94,34.0
20,20,2025-10-10 13:30:00,19.16,34.0
21,21,2025-10-10 14:30:00,19.32,34.0
22,22,2025-10-10 15:30:00,19.42,34.0
23,23,2025-10-10 16:30:00,19.46,33.9
24,24,2025-10-10 17:30:00,19.45,33.9
25,25,2025-10-10 18:30:00,19.44,34.0
26,26,2025-10-10 19:30:00,19.44,34.0
27,27,2025-10-10 20:30:00,19.43,34.0
28,28,2025-10-10 21:30:00,19.34,34.0
29,29,2025-10-10 22:30:00,19.1,34.0
30,30,2025-10-10 23:30:00,18.79,34.0
31,31,2025-10-11 00:30:00,18.61,34.0
32,32,2025-10-11 01:30:00,18.59,34.0
33,33,2025-10-11 02:30:00,18.63,34.0
34,34,2025-10-11 03:30:00,18.63,34.0
35,35,2025-10-11 04:30:00,18.56,34.0
36,36,2025-10-11 05:30:00,18.47,34.0
37,37,2025-10-11 06:30:00,18.42,34.0
38,38,2025-10-11 07:30:00,18.39,34.0
39,39,2025-10-11 08:30:00,18.35,34.0
40,40,2025-10-11 09:30:00,18.26,34.0
41,41,2025-10-11 10:30:00,18.14,34.0
42,42,2025-10-11 11:30:00,18.01,34.0
43,43,2025-10-11 12:30:00,17.93,34.0
44,44,2025-10-11 13:30:00,17.91,34.0
45,45,2025-10-11 14:30:00,17.94,34.0
46,46,2025-10-11 15:30:00,17.98,34.0
47,47,2025-10-11 16:30:00,18.04,34.0
48,48,2025-10-11 17:30:00,18.2,34.0
49,49,2025-10-11 18:30:00,18.48,34.0
50,50,2025-10-11 19:30:00,18.89,34.0
51,51,2025-10-11 20:30:00,19.32,33.9
52,52,2025-10-11 21:30:00,19.52,33.9
53,53,2025-10-11 22:30:00,19.58,33.8
54,54,2025-10-11 23:30:00,19.56,33.8
55,55,2025-10-12 00:30:00,19.42,33.9
56,56,2025-10-12 01:30:00,18.97,33.9
57,57,2025-10-12 02:30:00,18.79,34.0
58,58,2025-10-12 03:30:00,18.91,34.0
59,59,2025-10-12 04:30:00,19.02,33.9
60,60,2025-10-12 05:30:00,19.0,33.9
61,61,2025-10-12 06:30:00,18.91,34.0
62,62,2025-10-12 07:30:00,18.88,34.0
63,63,2025-10-12 08:30:00,19.01,33.9
64,64,2025-10-12 09:30:00,19.23,33.9
65,65,2025-10-12 10:30:00,19.25,33.9
66,66,2025-10-12 11:30:00,18.82,34.0
67,67,2025-10-12 12:30:00,18.29,34.0
68,68,2025-10-12 13:30:00,18.24,34.0
69,69,2025-10-12 14:30:00,18.37,34.0
70,70,2025-10-12 15:30:00,18.52,34.0
71,71,2025-10-12 16:30:00,18.75,34.0
72,72,2025-10-12 17:30:00,19.05,33.9
73,73,2025-10-12 18:30:00,19.24,33.9
74,74,2025-10-12 19:30:00,19.35,33.9
75,75,2025-10-12 20:30:00,19.41,33.8
76,76,2025-10-12 21:30:00,19.42,33.8
77,77,2025-10-12 22:30:00,19.41,33.8
78,78,2025-10-12 23:30:00,19.36,33.8
79,79,2025-10-13 00:30:00,19.02,33.9
80,80,2025-10-13 01:30:00,18.45,34.0
81,81,2025-10-13 02:30:00,18.33,34.0
82,82,2025-10-13 03:30:00,18.53,34.0
83,83,2025-10-13 04:30:00,18.74,33.9
84,84,2025-10-13 05:30:00,18.81,33.9
85,85,2025-10-13 06:30:00,18.72,33.9
86,86,2025-10-13 07:30:00,18.48,34.0
87,87,2025-10-13 08:30:00,18.32,34.0
88,88,2025-10-13 09:30:00,18.52,34.0
89,89,2025-10-13 10:30:00,18.77,33.9
90,90,2025-10-13 11:30:00,18.75,33.9
91,91,2025-10-13 12:30:00,18.32,34.0
92,92,2025-10-13 13:30:00,17.7,34.0
93,93,2025-10-13 14:30:00,17.3,34.0
94,94,2025-10-13 15:30:00,17.09,34.0
95,95,2025-10-13 16:30:00,17.18,34.0
96,96,2025-10-13 17:30:00,17.64,34.0
97,97,2025-10-13 18:30:00,18.17,34.0
98,98,2025-10-13 19:30:00,18.53,33.9
99,99,2025-10-13 20:30:00,18.83,33.9
100,100,2025-10-13 21:30:00,19.07,33.9
101,101,2025-10-13 22:30:00,19.17,33.8
102,102,2025-10-13 23:30:00,19.2,33.8
103,103,2025-10-14 00:30:00,19.21,33.8
104,104,2025-10-14 01:30:00,19.19,33.8
105,105,2025-10-14 02:30:00,19.05,33.9
106,106,2025-10-14 03:30:00,18.52,33.9
107,107,2025-10-14 04:30:00,18.32,33.9
108,108,2025-10-14 05:30:00,18.41,33.9
109,109,2025-10-14 06:30:00,18.5,33.9
110,110,2025-10-14 07:30:00,18.47,33.9
111,111,2025-10-14 08:30:00,18.2,34.0
112,112,2025-10-14 09:30:00,17.75,34.0
113,113,2025-10-14 10:30:00,17.81,34.0
114,114,2025-10-14 11:30:00,18.23,33.9
115,115,2025-10-14 12:30:00,18.46,33.9
116,116,2025-10-14 13:30:00,18.26,33.9
117,117,2025-10-14 14:30:00,17.79,34.0
118,118,2025-10-14 15:30:00,17.51,34.0
119,119,2025-10-14 16:30:00,17.5,34.0
120,120,2025-10-14 17:30:00,17.57,34.0
121,121,2025-10-14 18:30:00,17.81,34.0
122,122,2025-10-14 19:30:00,18.18,34.0
123,123,2025-10-14 20:30:00,18.52,33.9
124,124,2025-10-14 21:30:00,18.82,33.9
125,125,2025-10-14 22:30:00,19.02,33.9
126,126,2025-10-14 23:30:00,19.09,33.8
127,127,2025-10-15 00:30:00,19.12,33.8
128,128,2025-10-15 01:30:00,19.12,33.8
129,129,2025-10-15 02:30:00,19.08,33.8
130,130,2025-10-15 03:30:00,18.71,33.9
131,131,2025-10-15 04:30:00,18.32,33.9
132,132,2025-10-15 05:30:00,18.34,33.9
133,133,2025-10-15 06:30:00,18.47,33.9
134,134,2025-10-15 07:30:00,18.53,33.9
135,135,2025-10-15 08:30:00,18.49,33.9
136,136,2025-10-15 09:30:00,18.23,34.0
137,137,2025-10-15 10:30:00,17.63,34.0
138,138,2025-10-15 11:30:00,17.38,34.0
139,139,2025-10-15 12:30:00,17.52,34.0
140,140,2025-10-15 13:30:00,17.59,34.0
141,141,2025-10-15 14:30:00,17.35,34.0
142,142,2025-10-15 15:30:00,17.11,34.0
143,143,2025-10-15 16:30:00,17.14,34.0
144,144,2025-10-15 17:30:00,17.26,34.0
145,145,2025-10-15 18:30:00,17.36,34.0
146,146,2025-10-15 19:30:00,17.58,34.0
147,147,2025-10-15 20:30:00,17.92,34.0
148,148,2025-10-15 21:30:00,18.26,33.9
149,149,2025-10-15 22:30:00,18.56,33.9
150,150,2025-10-15 23:30:00,18.78,33.9
151,151,2025-10-16 00:30:00,18.91,33.9
152,152,2025-10-16 01:30:00,18.97,33.9
153,153,2025-10-16 02:30:00,18.97,33.9
154,154,2025-10-16 03:30:00,18.88,33.9
155,155,2025-10-16 04:30:00,18.34,33.9
156,156,2025-10-16 05:30:00,18.0,34.0
157,157,2025-10-16 06:30:00,18.04,34.0
158,158,2025-10-16 07:30:00,18.18,34.0
159,159,2025-10-16 08:30:00,18.28,33.9
160,160,2025-10-16 09:30:00,18.28,33.9
161,161,2025-10-16 10:30:00,18.13,34.0
162,162,2025-10-16 11:30:00,17.74,34.0
163,163,2025-10-16 12:30:00,17.54,34.0
