N,itm,Date,u,v
1,1,2025-09-28 18:30:00,-0.01,0.19
2,2,2025-09-28 19:30:00,-0.02,0.17
3,3,2025-09-28 20:30:00,-0.02,0.15
4,4,2025-09-28 21:30:00,-0.02,0.16
5,5,2025-09-28 22:30:00,-0.01,0.13
6,6,2025-09-28 23:30:00,-0.02,0.16
7,7,2025-09-29 00:30:00,-0.0,0.16
8,8,2025-09-29 01:30:00,0.01,0.19
9,9,2025-09-29 02:30:00,0.02,0.21
10,10,2025-09-29 03:30:00,0.03,0.24
11,11,2025-09-29 04:30:00,0.04,0.26
12,12,2025-09-29 05:30:00,0.04,0.28
13,13,2025-09-29 06:30:00,0.04,0.27
14,14,2025-09-29 07:30:00,0.01,0.26
15,15,2025-09-29 08:30:00,-0.01,0.24
16,16,2025-09-29 09:30:00,-0.04,0.25
17,17,2025-09-29 10:30:00,-0.06,0.25
18,18,2025-09-29 11:30:00,-0.05,0.25
19,19,2025-09-29 12:30:00,-0.05,0.24
20,20,2025-09-29 13:30:00,-0.05,0.24
21,21,2025-09-29 14:30:00,-0.04,0.23
22,22,2025-09-29 15:30:00,-0.04,0.24
23,23,2025-09-29 16:30:00,-0.02,0.24
24,24,2025-09-29 17:30:00,0.0,0.25
25,25,2025-09-29 18:30:00,0.03,0.23
26,26,2025-09-29 19:30:00,0.05,0.25
27,27,2025-09-29 20:30:00,0.08,0.22
28,28,2025-09-29 21:30:00,0.09,0.21
29,29,2025-09-29 22:30:00,0.1,0.18
30,30,2025-09-29 23:30:00,0.08,0.16
31,31,2025-09-30 00:30:00,0.07,0.13
32,32,2025-09-30 01:30:00,0.04,0.12
33,33,2025-09-30 02:30:00,0.02,0.12
34,34,2025-09-30 03:30:00,-0.0,0.13
35,35,2025-09-30 04:30:00,-0.01,0.15
36,36,2025-09-30 05:30:00,-0.02,0.19
37,37,2025-09-30 06:30:00,-0.01,0.22
38,38,2025-09-30 07:30:00,-0.0,0.25
39,39,2025-09-30 08:30:00,0.02,0.28
40,40,2025-09-30 09:30:00,0.04,0.31
41,41,2025-09-30 10:30:00,0.07,0.31
42,42,2025-09-30 11:30:00,0.07,0.34
43,43,2025-09-30 12:30:00,0.09,0.31
44,44,2025-09-30 13:30:00,0.11,0.28
45,45,2025-09-30 14:30:00,0.11,0.24
46,46,2025-09-30 15:30:00,0.1,0.2
47,47,2025-09-30 16:30:00,0.09,0.16
48,48,2025-09-30 17:30:00,0.07,0.13
49,49,2025-09-30 18:30:00,0.05,0.1
50,50,2025-09-30 19:30:00,0.03,0.08
51,51,2025-09-30 20:30:00,0.02,0.07
52,52,2025-09-30 21:30:00,0.0,0.08
53,53,2025-09-30 22:30:00,-0.0,0.09
54,54,2025-09-30 23:30:00,-0.0,0.12
55,55,2025-10-01 00:30:00,0.0,0.14
56,56,2025-10-01 01:30:00,0.01,0.17
57,57,2025-10-01 02:30:00,0.03,0.19
58,58,2025-10-01 03:30:00,0.04,0.2
59,59,2025-10-01 04:30:00,0.06,0.22
60,60,2025-10-01 05:30:00,0.07,0.22
61,61,2025-10-01 06:30:00,0.08,0.23
62,62,2025-10-01 07:30:00,0.09,0.23
63,63,2025-10-01 08:30:00,0.09,0.22
64,64,2025-10-01 09:30:00,0.08,0.21
65,65,2025-10-01 10:30:00,0.08,0.21
66,66,2025-10-01 11:30:00,0.06,0.22
67,67,2025-10-01 12:30:00,0.05,0.23
68,68,2025-10-01 13:30:00,0.04,0.23
69,69,2025-10-01 14:30:00,0.04,0.23
70,70,2025-10-01 15:30:00,0.05,0.22
71,71,2025-10-01 16:30:00,0.06,0.2
72,72,2025-10-01 17:30:00,0.07,0.18
73,73,2025-10-01 18:30:00,0.08,0.15
74,74,2025-10-01 19:30:00,0.08,0.12
75,75,2025-10-01 20:30:00,0.07,0.09
76,76,2025-10-01 21:30:00,0.06,0.07
77,77,2025-10-01 22:30:00,0.05,0.05
78,78,2025-10-01 23:30:00,0.04,0.04
79,79,2025-10-02 00:30:00,0.04,0.04
80,80,2025-10-02 01:30:00,0.04,0.04
81,81,2025-10-02 02:30:00,0.04,0.05
82,82,2025-10-02 03:30:00,0.03,0.06
83,83,2025-10-02 04:30:00,0.03,0.08
84,84,2025-10-02 05:30:00,0.04,0.11
85,85,2025-10-02 06:30:00,0.06,0.14
86,86,2025-10-02 07:30:00,0.09,0.15
87,87,2025-10-02 08:30:00,0.15,0.15
88,88,2025-10-02 09:30:00,0.18,0.15
89,89,2025-10-02 10:30:00,0.2,0.15
90,90,2025-10-02 11:30:00,0.2,0.15
91,91,2025-10-02 12:30:00,0.19,0.15
92,92,2025-10-02 13:30:00,0.17,0.14
93,93,2025-10-02 14:30:00,0.15,0.13
94,94,2025-10-02 15:30:00,0.12,0.12
95,95,2025-10-02 16:30:00,0.1,0.11
96,96,2025-10-02 17:30:00,0.08,0.1
97,97,2025-10-02 18:30:00,0.07,0.08
98,98,2025-10-02 19:30:00,0.06,0.07
99,99,2025-10-02 20:30:00,0.05,0.06
100,100,2025-10-02 21:30:00,0.05,0.05
101,101,2025-10-02 22:30:00,0.05,0.04
102,102,2025-10-02 23:30:00,0.06,0.04
103,103,2025-10-03 00:30:00,0.08,0.03
104,104,2025-10-03 01:30:00,0.09,0.02
105,105,2025-10-03 02:30:00,0.09,0.02
106,106,2025-10-03 03:30:00,0.09,0.01
107,107,2025-10-03 04:30:00,0.09,0.02
108,108,2025-10-03 05:30:00,0.09,0.03
109,109,2025-10-03 06:30:00,0.09,0.05
110,110,2025-10-03 07:30:00,0.09,0.07
111,111,2025-10-03 08:30:00,0.09,0.09
112,112,2025-10-03 09:30:00,0.09,0.11
113,113,2025-10-03 10:30:00,0.09,0.12
114,114,2025-10-03 11:30:00,0.09,0.13
115,115,2025-10-03 12:30:00,0.1,0.14
116,116,2025-10-03 13:30:00,0.1,0.13
117,117,2025-10-03 14:30:00,0.11,0.11
118,118,2025-10-03 15:30:00,0.1,0.09
119,119,2025-10-03 16:30:00,0.1,0.07
120,120,2025-10-03 17:30:00,0.09,0.04
121,121,2025-10-03 18:30:00,0.08,0.03
122,122,2025-10-03 19:30:00,0.06,0.01
123,123,2025-10-03 20:30:00,0.05,0.0
124,124,2025-10-03 21:30:00,0.04,-0.0
125,125,2025-10-03 22:30:00,0.03,0.0
126,126,2025-10-03 23:30:00,0.03,0.01
127,127,2025-10-04 00:30:00,0.03,0.02
128,128,2025-10-04 01:30:00,0.04,0.03
129,129,2025-10-04 02:30:00,0.05,0.04
130,130,2025-10-04 03:30:00,0.05,0.05
131,131,2025-10-04 04:30:00,0.06,0.06
132,132,2025-10-04 05:30:00,0.07,0.07
133,133,2025-10-04 06:30:00,0.07,0.09
134,134,2025-10-04 07:30:00,0.08,0.1
135,135,2025-10-04 08:30:00,0.08,0.11
136,136,2025-10-04 09:30:00,0.08,0.13
