Site,Date,Depth,chl,Source
16_tom,2020-01-01,5,0.3340652883052826,MY
16_tom,2020-01-01,10,0.334033727645874,MY
16_tom,2020-01-01,15,0.3339970111846924,MY
16_tom,2020-01-01,20,0.3339389264583587,MY
16_tom,2020-01-01,30,0.3337796628475189,MY
16_tom,2020-01-01,40,0.3335805535316467,MY
16_tom,2020-01-01,50,0.3334336876869201,MY
16_tom,2020-01-02,5,0.3286592364311218,MY
16_tom,2020-01-02,10,0.3286435902118683,MY
16_tom,2020-01-02,15,0.3286262452602386,MY
16_tom,2020-01-02,20,0.3285996317863464,MY
16_tom,2020-01-02,30,0.3285301029682159,MY
16_tom,2020-01-02,40,0.3284396231174469,MY
16_tom,2020-01-02,50,0.328366219997406,MY
16_tom,2020-01-03,5,0.3242420554161072,MY
16_tom,2020-01-03,10,0.3242347836494446,MY
16_tom,2020-01-03,15,0.3242282271385193,MY
16_tom,2020-01-03,20,0.3242197632789612,MY
16_tom,2020-01-03,30,0.3242021799087524,MY
16_tom,2020-01-03,40,0.3241830766201019,MY
16_tom,2020-01-03,50,0.3241628408432007,MY
16_tom,2020-01-04,5,0.3237265348434448,MY
16_tom,2020-01-04,10,0.3237255811691284,MY
16_tom,2020-01-04,15,0.3237285315990448,MY
16_tom,2020-01-04,20,0.323737233877182,MY
16_tom,2020-01-04,30,0.323769062757492,MY
16_tom,2020-01-04,40,0.3237901926040649,MY
16_tom,2020-01-04,50,0.3237855732440948,MY
16_tom,2020-01-05,5,0.3292753994464874,MY
16_tom,2020-01-05,10,0.3292340934276581,MY
16_tom,2020-01-05,15,0.3291925489902496,MY
16_tom,2020-01-05,20,0.3291333019733429,MY
16_tom,2020-01-05,30,0.3289908468723297,MY
16_tom,2020-01-05,40,0.3288197219371795,MY
16_tom,2020-01-05,50,0.3286839723587036,MY
16_tom,2020-01-06,5,0.3341007530689239,MY
16_tom,2020-01-06,10,0.3340369760990143,MY
16_tom,2020-01-06,15,0.3339717090129852,MY
16_tom,2020-01-06,20,0.3338768482208252,MY
16_tom,2020-01-06,30,0.3336440324783325,MY
16_tom,2020-01-06,40,0.3333891630172729,MY
16_tom,2020-01-06,50,0.3332193195819855,MY
16_tom,2020-01-07,5,0.3416025638580322,MY
16_tom,2020-01-07,10,0.3415614068508148,MY
16_tom,2020-01-07,15,0.341516375541687,MY
16_tom,2020-01-07,20,0.3414454460144043,MY
16_tom,2020-01-07,30,0.341244101524353,MY
16_tom,2020-01-07,40,0.3409061729907989,MY
16_tom,2020-01-07,50,0.3406429290771484,MY
16_tom,2020-01-08,5,0.337596595287323,MY
16_tom,2020-01-08,10,0.3375357389450073,MY
16_tom,2020-01-08,15,0.3374677300453186,MY
16_tom,2020-01-08,20,0.3373609483242035,MY
16_tom,2020-01-08,30,0.3370714485645294,MY
16_tom,2020-01-08,40,0.3367200195789337,MY
16_tom,2020-01-08,50,0.3364757299423218,MY
16_tom,2020-01-09,5,0.3298835754394531,MY
16_tom,2020-01-09,10,0.3298378586769104,MY
16_tom,2020-01-09,15,0.3297889232635498,MY
16_tom,2020-01-09,20,0.3297142684459686,MY
16_tom,2020-01-09,30,0.3295179009437561,MY
16_tom,2020-01-09,40,0.329292744398117,MY
16_tom,2020-01-09,50,0.3291378617286682,MY
16_tom,2020-01-10,5,0.3358381390571594,MY
16_tom,2020-01-10,10,0.3357946574687958,MY
16_tom,2020-01-10,15,0.3357537388801574,MY
16_tom,2020-01-10,20,0.3356947004795074,MY
16_tom,2020-01-10,30,0.3355343639850616,MY
16_tom,2020-01-10,40,0.3352938592433929,MY
16_tom,2020-01-10,50,0.335062563419342,MY
16_tom,2020-01-11,5,0.3503015637397766,MY
16_tom,2020-01-11,10,0.3502011299133301,MY
16_tom,2020-01-11,15,0.3500857651233673,MY
16_tom,2020-01-11,20,0.3498958051204681,MY
16_tom,2020-01-11,30,0.3493299186229706,MY
16_tom,2020-01-11,40,0.3485222160816192,MY
16_tom,2020-01-11,50,0.347852498292923,MY
16_tom,2020-01-12,5,0.3509335815906524,MY
16_tom,2020-01-12,10,0.3508775234222412,MY
16_tom,2020-01-12,15,0.3508014976978302,MY
16_tom,2020-01-12,20,0.3506633937358856,MY
16_tom,2020-01-12,30,0.350220263004303,MY
16_tom,2020-01-12,40,0.3496233522891998,MY
16_tom,2020-01-12,50,0.3491789698600769,MY
16_tom,2020-01-13,5,0.3416031301021576,MY
16_tom,2020-01-13,10,0.3415809869766235,MY
16_tom,2020-01-13,15,0.341547280550003,MY
16_tom,2020-01-13,20,0.3414753675460815,MY
16_tom,2020-01-13,30,0.3412001430988312,MY
16_tom,2020-01-13,40,0.3407873809337616,MY
16_tom,2020-01-13,50,0.3404655456542969,MY
16_tom,2020-01-14,5,0.339547723531723,MY
16_tom,2020-01-14,10,0.3395572006702423,MY
16_tom,2020-01-14,15,0.3395435214042663,MY
16_tom,2020-01-14,20,0.3394909203052521,MY
16_tom,2020-01-14,30,0.3392410278320312,MY
16_tom,2020-01-14,40,0.3388420045375824,MY
16_tom,2020-01-14,50,0.33852019906044,MY
16_tom,2020-01-15,5,0.3452554047107696,MY
16_tom,2020-01-15,10,0.3452847898006439,MY
16_tom,2020-01-15,15,0.3452976047992706,MY
16_tom,2020-01-15,20,0.345286875963211,MY
16_tom,2020-01-15,30,0.3451450169086456,MY
16_tom,2020-01-15,40,0.3448612689971924,MY
16_tom,2020-01-15,50,0.3445830345153808,MY
16_tom,2020-01-16,5,0.3511366546154022,MY
16_tom,2020-01-16,10,0.3511513173580169,MY
16_tom,2020-01-16,15,0.3511638045310974,MY
16_tom,2020-01-16,20,0.3511680364608764,MY
16_tom,2020-01-16,30,0.3510909974575043,MY
16_tom,2020-01-16,40,0.3508853912353515,MY
16_tom,2020-01-16,50,0.3506897687911987,MY
16_tom,2020-01-17,5,0.3528775870800018,MY
16_tom,2020-01-17,10,0.3529294729232788,MY
16_tom,2020-01-17,15,0.3529784083366394,MY
16_tom,2020-01-17,20,0.3530304133892059,MY
16_tom,2020-01-17,30,0.3530512154102325,MY
16_tom,2020-01-17,40,0.3529292047023773,MY
16_tom,2020-01-17,50,0.3527831733226776,MY
16_tom,2020-01-18,5,0.3575417101383209,MY
16_tom,2020-01-18,10,0.3575579226016998,MY
16_tom,2020-01-18,15,0.3575778901576996,MY
16_tom,2020-01-18,20,0.357603520154953,MY
16_tom,2020-01-18,30,0.3576217591762543,MY
16_tom,2020-01-18,40,0.357541561126709,MY
16_tom,2020-01-18,50,0.3573953211307525,MY
16_tom,2020-01-19,5,0.3722243309020996,MY
16_tom,2020-01-19,10,0.3722645938396454,MY
16_tom,2020-01-19,15,0.372296005487442,MY
16_tom,2020-01-19,20,0.3723231554031372,MY
16_tom,2020-01-19,30,0.3722971677780151,MY
16_tom,2020-01-19,40,0.372031569480896,MY
16_tom,2020-01-19,50,0.3716727197170257,MY
16_tom,2020-01-20,5,0.3773830235004425,MY
16_tom,2020-01-20,10,0.3774329721927643,MY
16_tom,2020-01-20,15,0.3774568140506744,MY
16_tom,2020-01-20,20,0.3774425685405731,MY
16_tom,2020-01-20,30,0.3771938979625702,MY
16_tom,2020-01-20,40,0.3766427040100097,MY
16_tom,2020-01-20,50,0.3761325180530548,MY
16_tom,2020-01-21,5,0.3780345320701599,MY
16_tom,2020-01-21,10,0.3780446350574493,MY
16_tom,2020-01-21,15,0.3780451416969299,MY
16_tom,2020-01-21,20,0.3780311942100525,MY
16_tom,2020-01-21,30,0.3779262602329254,MY
16_tom,2020-01-21,40,0.3776941895484924,MY
16_tom,2020-01-21,50,0.3774803876876831,MY
16_tom,2020-01-22,5,0.3830595016479492,MY
16_tom,2020-01-22,10,0.3831303715705871,MY
16_tom,2020-01-22,15,0.3832062482833862,MY
16_tom,2020-01-22,20,0.3833224475383758,MY
16_tom,2020-01-22,30,0.3835818767547607,MY
16_tom,2020-01-22,40,0.3837410807609558,MY
16_tom,2020-01-22,50,0.3837805986404419,MY
16_tom,2020-01-23,5,0.399292528629303,MY
16_tom,2020-01-23,10,0.3994213342666626,MY
16_tom,2020-01-23,15,0.3995535373687744,MY
16_tom,2020-01-23,20,0.3997362554073334,MY
16_tom,2020-01-23,30,0.4002293050289154,MY
16_tom,2020-01-23,40,0.4005649387836456,MY
16_tom,2020-01-23,50,0.4006484150886535,MY
16_tom,2020-01-24,5,0.4028200209140777,MY
16_tom,2020-01-24,10,0.4027803838253021,MY
16_tom,2020-01-24,15,0.4027277827262878,MY
16_tom,2020-01-24,20,0.4026339054107666,MY
16_tom,2020-01-24,30,0.4023321866989136,MY
16_tom,2020-01-24,40,0.4019113481044769,MY
16_tom,2020-01-24,50,0.4015787541866302,MY
16_tom,2020-01-25,5,0.3869422972202301,MY
16_tom,2020-01-25,10,0.3869556486606598,MY
16_tom,2020-01-25,15,0.3869653344154358,MY
16_tom,2020-01-25,20,0.3869720697402954,MY
16_tom,2020-01-25,30,0.3869568705558777,MY
16_tom,2020-01-25,40,0.3868769407272339,MY
16_tom,2020-01-25,50,0.3867771923542022,MY
16_tom,2020-01-26,5,0.3849273025989532,MY
16_tom,2020-01-26,10,0.384959727525711,MY
16_tom,2020-01-26,15,0.3849908113479614,MY
16_tom,2020-01-26,20,0.3850311636924743,MY
16_tom,2020-01-26,30,0.3850976526737213,MY
16_tom,2020-01-26,40,0.385075569152832,MY
16_tom,2020-01-26,50,0.3849998414516449,MY
16_tom,2020-01-27,5,0.3971718549728393,MY
16_tom,2020-01-27,10,0.3972173929214477,MY
16_tom,2020-01-27,15,0.3972591757774353,MY
16_tom,2020-01-27,20,0.3973085582256317,MY
16_tom,2020-01-27,30,0.397361010313034,MY
16_tom,2020-01-27,40,0.3973082304000854,MY
16_tom,2020-01-27,50,0.3972084820270538,MY
16_tom,2020-01-28,5,0.4207485020160675,MY
16_tom,2020-01-28,10,0.4204308688640594,MY
16_tom,2020-01-28,15,0.4201352596282959,MY
16_tom,2020-01-28,20,0.4197450876235962,MY
16_tom,2020-01-28,30,0.4189252853393554,MY
16_tom,2020-01-28,40,0.4181577265262604,MY
16_tom,2020-01-28,50,0.4175443053245544,MY
16_tom,2020-01-29,5,0.4374409019947052,MY
16_tom,2020-01-29,10,0.4372960329055786,MY
16_tom,2020-01-29,15,0.4371313750743866,MY
16_tom,2020-01-29,20,0.4368769824504852,MY
16_tom,2020-01-29,30,0.4362174272537231,MY
16_tom,2020-01-29,40,0.4354022741317749,MY
16_tom,2020-01-29,50,0.4347943961620331,MY
16_tom,2020-01-30,5,0.4449141323566437,MY
16_tom,2020-01-30,10,0.4449623525142669,MY
16_tom,2020-01-30,15,0.4449850618839264,MY
16_tom,2020-01-30,20,0.4449778199195862,MY
16_tom,2020-01-30,30,0.4448103606700897,MY
16_tom,2020-01-30,40,0.44446462392807,MY
16_tom,2020-01-30,50,0.444170743227005,MY
16_tom,2020-01-31,5,0.4433915615081787,MY
16_tom,2020-01-31,10,0.4433411657810211,MY
16_tom,2020-01-31,15,0.44325852394104,MY
16_tom,2020-01-31,20,0.4430935680866241,MY
16_tom,2020-01-31,30,0.4425275325775146,MY
16_tom,2020-01-31,40,0.441759705543518,MY
16_tom,2020-01-31,50,0.4411952197551727,MY
16_tom,2020-02-01,5,0.4360615611076355,MY
16_tom,2020-02-01,10,0.4360945522785187,MY
16_tom,2020-02-01,15,0.4360900223255157,MY
16_tom,2020-02-01,20,0.4360371530056,MY
16_tom,2020-02-01,30,0.4357560575008392,MY
16_tom,2020-02-01,40,0.4352971911430359,MY
16_tom,2020-02-01,50,0.4349339008331299,MY
16_tom,2020-02-02,5,0.4431002140045166,MY
16_tom,2020-02-02,10,0.4432689249515533,MY
16_tom,2020-02-02,15,0.4434234797954559,MY
16_tom,2020-02-02,20,0.4436214566230774,MY
16_tom,2020-02-02,30,0.4440037608146667,MY
16_tom,2020-02-02,40,0.4443093240261078,MY
16_tom,2020-02-02,50,0.4444457590579986,MY
16_tom,2020-02-03,5,0.4482083618640899,MY
16_tom,2020-02-03,10,0.4484463334083557,MY
16_tom,2020-02-03,15,0.4486799538135528,MY
16_tom,2020-02-03,20,0.4490077793598175,MY
16_tom,2020-02-03,30,0.4497497975826263,MY
16_tom,2020-02-03,40,0.4504315555095672,MY
16_tom,2020-02-03,50,0.4507901966571808,MY
16_tom,2020-02-04,5,0.4568958580493927,MY
16_tom,2020-02-04,10,0.4570732116699219,MY
16_tom,2020-02-04,15,0.4572308957576751,MY
16_tom,2020-02-04,20,0.4574162364006042,MY
16_tom,2020-02-04,30,0.4576637148857116,MY
16_tom,2020-02-04,40,0.4576533734798431,MY
