N,itm,Date,t,s
1,1,2025-10-30 18:30:00,13.85,33.7
2,2,2025-10-30 19:30:00,13.85,33.7
3,3,2025-10-30 20:30:00,13.85,33.7
4,4,2025-10-30 21:30:00,13.85,33.7
5,5,2025-10-30 22:30:00,13.85,33.7
6,6,2025-10-30 23:30:00,13.85,33.7
7,7,2025-10-31 00:30:00,13.85,33.7
8,8,2025-10-31 01:30:00,13.84,33.7
9,9,2025-10-31 02:30:00,13.84,33.7
10,10,2025-10-31 03:30:00,13.83,33.7
11,11,2025-10-31 04:30:00,13.82,33.7
12,12,2025-10-31 05:30:00,13.8,33.7
13,13,2025-10-31 06:30:00,13.79,33.7
14,14,2025-10-31 07:30:00,13.78,33.7
15,15,2025-10-31 08:30:00,13.78,33.7
16,16,2025-10-31 09:30:00,13.78,33.7
17,17,2025-10-31 10:30:00,13.79,33.7
18,18,2025-10-31 11:30:00,13.8,33.7
19,19,2025-10-31 12:30:00,13.8,33.7
20,20,2025-10-31 13:30:00,13.81,33.7
21,21,2025-10-31 14:30:00,13.82,33.7
22,22,2025-10-31 15:30:00,13.82,33.7
23,23,2025-10-31 16:30:00,13.83,33.7
24,24,2025-10-31 17:30:00,13.83,33.7
25,25,2025-10-31 18:30:00,13.83,33.7
26,26,2025-10-31 19:30:00,13.82,33.7
27,27,2025-10-31 20:30:00,13.81,33.7
28,28,2025-10-31 21:30:00,13.81,33.7
29,29,2025-10-31 22:30:00,13.81,33.7
30,30,2025-10-31 23:30:00,13.8,33.7
31,31,2025-11-01 00:30:00,13.8,33.7
32,32,2025-11-01 01:30:00,13.79,33.7
33,33,2025-11-01 02:30:00,13.78,33.7
34,34,2025-11-01 03:30:00,13.77,33.7
35,35,2025-11-01 04:30:00,13.75,33.7
36,36,2025-11-01 05:30:00,13.73,33.7
37,37,2025-11-01 06:30:00,13.73,33.7
38,38,2025-11-01 07:30:00,13.72,33.7
39,39,2025-11-01 08:30:00,13.72,33.7
40,40,2025-11-01 09:30:00,13.72,33.7
41,41,2025-11-01 10:30:00,13.72,33.7
42,42,2025-11-01 11:30:00,13.73,33.7
43,43,2025-11-01 12:30:00,13.74,33.7
44,44,2025-11-01 13:30:00,13.75,33.7
45,45,2025-11-01 14:30:00,13.76,33.7
46,46,2025-11-01 15:30:00,13.75,33.7
47,47,2025-11-01 16:30:00,13.75,33.7
48,48,2025-11-01 17:30:00,13.75,33.7
49,49,2025-11-01 18:30:00,13.75,33.7
50,50,2025-11-01 19:30:00,13.75,33.7
51,51,2025-11-01 20:30:00,13.75,33.7
52,52,2025-11-01 21:30:00,13.74,33.7
53,53,2025-11-01 22:30:00,13.74,33.7
54,54,2025-11-01 23:30:00,13.74,33.7
55,55,2025-11-02 00:30:00,13.74,33.7
56,56,2025-11-02 01:30:00,13.74,33.7
57,57,2025-11-02 02:30:00,13.75,33.7
58,58,2025-11-02 03:30:00,13.75,33.7
59,59,2025-11-02 04:30:00,13.75,33.7
60,60,2025-11-02 05:30:00,13.76,33.7
61,61,2025-11-02 06:30:00,13.76,33.7
62,62,2025-11-02 07:30:00,13.77,33.7
63,63,2025-11-02 08:30:00,13.77,33.7
64,64,2025-11-02 09:30:00,13.77,33.8
65,65,2025-11-02 10:30:00,13.78,33.8
66,66,2025-11-02 11:30:00,13.78,33.8
67,67,2025-11-02 12:30:00,13.78,33.8
68,68,2025-11-02 13:30:00,13.78,33.8
69,69,2025-11-02 14:30:00,13.78,33.8
70,70,2025-11-02 15:30:00,13.79,33.8
71,71,2025-11-02 16:30:00,13.79,33.7
72,72,2025-11-02 17:30:00,13.79,33.8
73,73,2025-11-02 18:30:00,13.79,33.8
74,74,2025-11-02 19:30:00,13.79,33.8
75,75,2025-11-02 20:30:00,13.79,33.8
76,76,2025-11-02 21:30:00,13.79,33.8
77,77,2025-11-02 22:30:00,13.79,33.8
78,78,2025-11-02 23:30:00,13.79,33.8
79,79,2025-11-03 00:30:00,13.79,33.8
80,80,2025-11-03 01:30:00,13.79,33.8
81,81,2025-11-03 02:30:00,13.79,33.8
82,82,2025-11-03 03:30:00,13.78,33.8
83,83,2025-11-03 04:30:00,13.76,33.8
84,84,2025-11-03 05:30:00,13.75,33.8
85,85,2025-11-03 06:30:00,13.75,33.8
86,86,2025-11-03 07:30:00,13.75,33.8
87,87,2025-11-03 08:30:00,13.74,33.8
88,88,2025-11-03 09:30:00,13.73,33.8
89,89,2025-11-03 10:30:00,13.72,33.8
90,90,2025-11-03 11:30:00,13.71,33.8
