N,itm,Date,u,v
1,1,2025-09-28 18:30:00,0.04,0.08
2,2,2025-09-28 19:30:00,0.03,0.05
3,3,2025-09-28 20:30:00,0.02,0.02
4,4,2025-09-28 21:30:00,0.0,0.01
5,5,2025-09-28 22:30:00,-0.01,0.01
6,6,2025-09-28 23:30:00,-0.01,0.01
7,7,2025-09-29 00:30:00,0.01,0.01
8,8,2025-09-29 01:30:00,0.0,-0.0
9,9,2025-09-29 02:30:00,0.01,-0.01
10,10,2025-09-29 03:30:00,0.02,-0.02
11,11,2025-09-29 04:30:00,0.0,-0.03
12,12,2025-09-29 05:30:00,-0.01,-0.04
13,13,2025-09-29 06:30:00,-0.01,-0.04
14,14,2025-09-29 07:30:00,-0.02,-0.06
15,15,2025-09-29 08:30:00,-0.04,-0.06
16,16,2025-09-29 09:30:00,-0.02,-0.07
17,17,2025-09-29 10:30:00,-0.02,-0.07
18,18,2025-09-29 11:30:00,-0.01,-0.07
19,19,2025-09-29 12:30:00,-0.0,-0.05
20,20,2025-09-29 13:30:00,0.01,-0.03
21,21,2025-09-29 14:30:00,0.01,0.01
22,22,2025-09-29 15:30:00,0.03,0.05
23,23,2025-09-29 16:30:00,0.04,0.07
24,24,2025-09-29 17:30:00,0.04,0.08
25,25,2025-09-29 18:30:00,0.04,0.07
26,26,2025-09-29 19:30:00,0.03,0.05
27,27,2025-09-29 20:30:00,0.01,0.03
28,28,2025-09-29 21:30:00,0.0,0.01
29,29,2025-09-29 22:30:00,-0.01,0.0
30,30,2025-09-29 23:30:00,-0.01,-0.01
31,31,2025-09-30 00:30:00,-0.02,-0.02
32,32,2025-09-30 01:30:00,-0.02,-0.03
33,33,2025-09-30 02:30:00,-0.0,-0.04
34,34,2025-09-30 03:30:00,0.0,-0.05
35,35,2025-09-30 04:30:00,0.0,-0.07
36,36,2025-09-30 05:30:00,-0.0,-0.08
37,37,2025-09-30 06:30:00,-0.01,-0.09
38,38,2025-09-30 07:30:00,-0.02,-0.1
39,39,2025-09-30 08:30:00,-0.03,-0.11
40,40,2025-09-30 09:30:00,-0.03,-0.11
41,41,2025-09-30 10:30:00,-0.02,-0.11
42,42,2025-09-30 11:30:00,-0.03,-0.1
43,43,2025-09-30 12:30:00,-0.01,-0.08
44,44,2025-09-30 13:30:00,-0.0,-0.06
45,45,2025-09-30 14:30:00,0.0,-0.04
46,46,2025-09-30 15:30:00,0.03,0.01
47,47,2025-09-30 16:30:00,0.05,0.06
48,48,2025-09-30 17:30:00,0.06,0.1
49,49,2025-09-30 18:30:00,0.08,0.13
50,50,2025-09-30 19:30:00,0.07,0.12
51,51,2025-09-30 20:30:00,0.05,0.09
52,52,2025-09-30 21:30:00,0.02,0.06
53,53,2025-09-30 22:30:00,-0.01,0.04
