N,itm,Date,t,s
1,1,2025-09-24 18:30:00,17.7,34.0
2,2,2025-09-24 19:30:00,17.9,34.0
3,3,2025-09-24 20:30:00,18.2,34.0
4,4,2025-09-24 21:30:00,18.4,34.0
5,5,2025-09-24 22:30:00,18.4,34.0
6,6,2025-09-24 23:30:00,18.3,34.0
7,7,2025-09-25 00:30:00,18.1,34.0
8,8,2025-09-25 01:30:00,17.9,34.0
9,9,2025-09-25 02:30:00,17.8,34.0
10,10,2025-09-25 03:30:00,17.7,34.0
11,11,2025-09-25 04:30:00,17.8,34.0
12,12,2025-09-25 05:30:00,17.9,34.0
13,13,2025-09-25 06:30:00,18.1,34.0
14,14,2025-09-25 07:30:00,18.4,34.0
15,15,2025-09-25 08:30:00,18.7,34.0
16,16,2025-09-25 09:30:00,19.0,34.0
17,17,2025-09-25 10:30:00,19.2,34.0
18,18,2025-09-25 11:30:00,19.3,34.0
19,19,2025-09-25 12:30:00,19.4,34.0
20,20,2025-09-25 13:30:00,19.4,34.0
21,21,2025-09-25 14:30:00,19.3,34.0
22,22,2025-09-25 15:30:00,19.2,34.0
23,23,2025-09-25 16:30:00,19.1,34.0
24,24,2025-09-25 17:30:00,19.0,34.0
25,25,2025-09-25 18:30:00,18.8,34.0
26,26,2025-09-25 19:30:00,18.7,34.0
27,27,2025-09-25 20:30:00,18.7,34.0
28,28,2025-09-25 21:30:00,18.7,34.0
29,29,2025-09-25 22:30:00,18.8,34.0
30,30,2025-09-25 23:30:00,18.9,34.0
31,31,2025-09-26 00:30:00,19.0,34.0
32,32,2025-09-26 01:30:00,19.1,34.0
33,33,2025-09-26 02:30:00,19.1,34.0
34,34,2025-09-26 03:30:00,19.1,34.0
35,35,2025-09-26 04:30:00,19.1,34.0
36,36,2025-09-26 05:30:00,19.1,34.0
37,37,2025-09-26 06:30:00,19.1,34.0
38,38,2025-09-26 07:30:00,19.2,34.0
39,39,2025-09-26 08:30:00,19.3,34.0
40,40,2025-09-26 09:30:00,19.4,34.0
41,41,2025-09-26 10:30:00,19.5,34.0
42,42,2025-09-26 11:30:00,19.6,34.0
43,43,2025-09-26 12:30:00,19.7,34.0
44,44,2025-09-26 13:30:00,19.7,34.0
45,45,2025-09-26 14:30:00,19.7,34.0
46,46,2025-09-26 15:30:00,19.6,34.0
47,47,2025-09-26 16:30:00,19.5,34.0
48,48,2025-09-26 17:30:00,19.5,34.0
49,49,2025-09-26 18:30:00,19.5,34.0
50,50,2025-09-26 19:30:00,19.7,34.0
51,51,2025-09-26 20:30:00,19.8,34.0
52,52,2025-09-26 21:30:00,19.9,34.0
53,53,2025-09-26 22:30:00,19.9,34.0
54,54,2025-09-26 23:30:00,19.8,34.0
55,55,2025-09-27 00:30:00,19.6,34.0
56,56,2025-09-27 01:30:00,19.3,34.0
57,57,2025-09-27 02:30:00,19.0,34.0
58,58,2025-09-27 03:30:00,18.8,34.0
59,59,2025-09-27 04:30:00,18.7,34.0
60,60,2025-09-27 05:30:00,18.6,34.0
61,61,2025-09-27 06:30:00,18.5,34.0
62,62,2025-09-27 07:30:00,18.5,34.0
63,63,2025-09-27 08:30:00,18.5,34.0
64,64,2025-09-27 09:30:00,18.6,34.0
65,65,2025-09-27 10:30:00,18.7,34.0
66,66,2025-09-27 11:30:00,18.8,34.0
67,67,2025-09-27 12:30:00,19.0,34.0
68,68,2025-09-27 13:30:00,19.1,34.0
69,69,2025-09-27 14:30:00,19.2,34.0
70,70,2025-09-27 15:30:00,19.2,34.0
71,71,2025-09-27 16:30:00,19.2,34.0
72,72,2025-09-27 17:30:00,19.3,34.0
73,73,2025-09-27 18:30:00,19.4,34.0
74,74,2025-09-27 19:30:00,19.7,34.0
75,75,2025-09-27 20:30:00,20.0,33.9
76,76,2025-09-27 21:30:00,20.3,33.9
77,77,2025-09-27 22:30:00,20.2,33.9
78,78,2025-09-27 23:30:00,19.9,34.0
79,79,2025-09-28 00:30:00,19.4,34.0
80,80,2025-09-28 01:30:00,18.8,34.0
81,81,2025-09-28 02:30:00,18.3,34.0
82,82,2025-09-28 03:30:00,17.9,34.0
83,83,2025-09-28 04:30:00,17.8,34.0
84,84,2025-09-28 05:30:00,17.8,34.0
85,85,2025-09-28 06:30:00,17.9,34.0
86,86,2025-09-28 07:30:00,18.0,34.0
87,87,2025-09-28 08:30:00,18.1,34.0
88,88,2025-09-28 09:30:00,18.2,34.0
89,89,2025-09-28 10:30:00,18.2,34.0
90,90,2025-09-28 11:30:00,18.2,34.0
91,91,2025-09-28 12:30:00,18.2,34.0
92,92,2025-09-28 13:30:00,18.3,34.0
93,93,2025-09-28 14:30:00,18.5,34.0
94,94,2025-09-28 15:30:00,18.8,34.0
95,95,2025-09-28 16:30:00,19.1,34.0
96,96,2025-09-28 17:30:00,19.4,34.0
97,97,2025-09-28 18:30:00,19.6,34.0
98,98,2025-09-28 19:30:00,19.7,34.0
99,99,2025-09-28 20:30:00,19.7,34.0
100,100,2025-09-28 21:30:00,19.6,34.0
101,101,2025-09-28 22:30:00,19.3,34.0
102,102,2025-09-28 23:30:00,19.0,34.0
103,103,2025-09-29 00:30:00,18.7,34.0
104,104,2025-09-29 01:30:00,18.6,34.0
105,105,2025-09-29 02:30:00,18.5,34.0
106,106,2025-09-29 03:30:00,18.6,34.0
107,107,2025-09-29 04:30:00,18.6,34.0
108,108,2025-09-29 05:30:00,18.5,34.0
109,109,2025-09-29 06:30:00,18.5,34.0
110,110,2025-09-29 07:30:00,18.3,34.0
111,111,2025-09-29 08:30:00,18.1,34.0
112,112,2025-09-29 09:30:00,17.8,34.1
113,113,2025-09-29 10:30:00,17.6,34.1
114,114,2025-09-29 11:30:00,17.4,34.1
115,115,2025-09-29 12:30:00,17.3,34.1
116,116,2025-09-29 13:30:00,17.3,34.1
117,117,2025-09-29 14:30:00,17.4,34.1
118,118,2025-09-29 15:30:00,17.6,34.1
119,119,2025-09-29 16:30:00,17.7,34.1
120,120,2025-09-29 17:30:00,17.9,34.1
121,121,2025-09-29 18:30:00,18.1,34.0
122,122,2025-09-29 19:30:00,18.5,34.0
123,123,2025-09-29 20:30:00,18.8,34.0
124,124,2025-09-29 21:30:00,19.1,34.0
125,125,2025-09-29 22:30:00,19.3,34.0
126,126,2025-09-29 23:30:00,19.4,34.0
127,127,2025-09-30 00:30:00,19.2,34.0
128,128,2025-09-30 01:30:00,18.8,34.0
129,129,2025-09-30 02:30:00,18.4,34.0
130,130,2025-09-30 03:30:00,18.0,34.0
131,131,2025-09-30 04:30:00,17.8,34.1
132,132,2025-09-30 05:30:00,17.7,34.1
133,133,2025-09-30 06:30:00,17.6,34.1
134,134,2025-09-30 07:30:00,17.6,34.1
135,135,2025-09-30 08:30:00,17.6,34.1
136,136,2025-09-30 09:30:00,17.5,34.1
137,137,2025-09-30 10:30:00,17.3,34.1
138,138,2025-09-30 11:30:00,17.2,34.1
139,139,2025-09-30 12:30:00,17.1,34.1
140,140,2025-09-30 13:30:00,17.1,34.1
141,141,2025-09-30 14:30:00,17.0,34.1
142,142,2025-09-30 15:30:00,17.1,34.1
143,143,2025-09-30 16:30:00,17.1,34.1
144,144,2025-09-30 17:30:00,17.4,34.1
