N,itm,Date,t,s
1,1,2025-10-24 18:30:00,10.56,34.0
2,2,2025-10-24 19:30:00,10.64,34.0
3,3,2025-10-24 20:30:00,10.78,34.0
4,4,2025-10-24 21:30:00,10.95,34.0
5,5,2025-10-24 22:30:00,11.08,34.0
6,6,2025-10-24 23:30:00,11.14,34.0
7,7,2025-10-25 00:30:00,11.12,34.0
8,8,2025-10-25 01:30:00,11.09,34.0
9,9,2025-10-25 02:30:00,11.13,34.0
10,10,2025-10-25 03:30:00,11.25,34.0
11,11,2025-10-25 04:30:00,11.5,34.0
12,12,2025-10-25 05:30:00,11.95,34.0
13,13,2025-10-25 06:30:00,12.66,34.0
14,14,2025-10-25 07:30:00,13.38,33.9
15,15,2025-10-25 08:30:00,13.79,33.9
16,16,2025-10-25 09:30:00,13.75,33.9
17,17,2025-10-25 10:30:00,13.29,33.9
18,18,2025-10-25 11:30:00,12.66,34.0
19,19,2025-10-25 12:30:00,12.16,34.0
20,20,2025-10-25 13:30:00,11.74,34.0
21,21,2025-10-25 14:30:00,11.36,34.0
22,22,2025-10-25 15:30:00,11.05,34.0
23,23,2025-10-25 16:30:00,10.84,34.0
24,24,2025-10-25 17:30:00,10.74,34.0
25,25,2025-10-25 18:30:00,10.78,34.0
26,26,2025-10-25 19:30:00,10.96,34.0
27,27,2025-10-25 20:30:00,11.22,34.0
28,28,2025-10-25 21:30:00,11.43,34.0
29,29,2025-10-25 22:30:00,11.56,34.0
30,30,2025-10-25 23:30:00,11.63,34.0
31,31,2025-10-26 00:30:00,11.67,34.0
32,32,2025-10-26 01:30:00,11.7,34.0
33,33,2025-10-26 02:30:00,11.71,34.0
34,34,2025-10-26 03:30:00,11.75,34.0
35,35,2025-10-26 04:30:00,11.88,34.0
36,36,2025-10-26 05:30:00,12.15,34.0
37,37,2025-10-26 06:30:00,12.5,34.0
38,38,2025-10-26 07:30:00,12.88,34.0
39,39,2025-10-26 08:30:00,13.21,33.9
40,40,2025-10-26 09:30:00,13.37,33.9
41,41,2025-10-26 10:30:00,13.28,33.9
42,42,2025-10-26 11:30:00,13.02,33.9
43,43,2025-10-26 12:30:00,12.76,34.0
44,44,2025-10-26 13:30:00,12.58,34.0
45,45,2025-10-26 14:30:00,12.43,34.0
46,46,2025-10-26 15:30:00,12.27,34.0
47,47,2025-10-26 16:30:00,12.08,34.0
48,48,2025-10-26 17:30:00,11.95,34.0
49,49,2025-10-26 18:30:00,11.98,34.0
50,50,2025-10-26 19:30:00,12.2,34.0
51,51,2025-10-26 20:30:00,12.45,34.0
52,52,2025-10-26 21:30:00,12.57,34.0
53,53,2025-10-26 22:30:00,12.53,34.0
54,54,2025-10-26 23:30:00,12.45,34.0
55,55,2025-10-27 00:30:00,12.39,34.0
56,56,2025-10-27 01:30:00,12.35,34.0
57,57,2025-10-27 02:30:00,12.34,34.0
58,58,2025-10-27 03:30:00,12.4,34.0
59,59,2025-10-27 04:30:00,12.67,34.0
60,60,2025-10-27 05:30:00,13.17,33.9
61,61,2025-10-27 06:30:00,13.75,33.9
62,62,2025-10-27 07:30:00,14.13,33.9
63,63,2025-10-27 08:30:00,14.23,33.8
64,64,2025-10-27 09:30:00,14.25,33.8
65,65,2025-10-27 10:30:00,14.25,33.8
66,66,2025-10-27 11:30:00,14.24,33.8
67,67,2025-10-27 12:30:00,14.2,33.8
68,68,2025-10-27 13:30:00,14.1,33.8
69,69,2025-10-27 14:30:00,13.87,33.9
70,70,2025-10-27 15:30:00,13.6,33.9
71,71,2025-10-27 16:30:00,13.31,33.9
72,72,2025-10-27 17:30:00,13.16,33.9
73,73,2025-10-27 18:30:00,13.33,33.9
74,74,2025-10-27 19:30:00,13.67,33.9
75,75,2025-10-27 20:30:00,13.91,33.8
76,76,2025-10-27 21:30:00,13.99,33.8
77,77,2025-10-27 22:30:00,14.01,33.8
78,78,2025-10-27 23:30:00,14.02,33.8
79,79,2025-10-28 00:30:00,14.04,33.8
80,80,2025-10-28 01:30:00,14.06,33.8
81,81,2025-10-28 02:30:00,14.08,33.8
82,82,2025-10-28 03:30:00,14.09,33.8
83,83,2025-10-28 04:30:00,14.11,33.7
84,84,2025-10-28 05:30:00,14.12,33.7
85,85,2025-10-28 06:30:00,14.13,33.7
86,86,2025-10-28 07:30:00,14.15,33.7
87,87,2025-10-28 08:30:00,14.17,33.7
88,88,2025-10-28 09:30:00,14.18,33.7
89,89,2025-10-28 10:30:00,14.19,33.7
90,90,2025-10-28 11:30:00,14.2,33.7
91,91,2025-10-28 12:30:00,14.2,33.7
92,92,2025-10-28 13:30:00,14.21,33.7
93,93,2025-10-28 14:30:00,14.21,33.7
94,94,2025-10-28 15:30:00,14.21,33.7
95,95,2025-10-28 16:30:00,14.15,33.8
96,96,2025-10-28 17:30:00,13.96,33.8
97,97,2025-10-28 18:30:00,13.9,33.8
98,98,2025-10-28 19:30:00,14.01,33.8
99,99,2025-10-28 20:30:00,14.09,33.8
100,100,2025-10-28 21:30:00,14.11,33.8
101,101,2025-10-28 22:30:00,14.05,33.8
102,102,2025-10-28 23:30:00,13.85,33.8
103,103,2025-10-29 00:30:00,13.52,33.8
104,104,2025-10-29 01:30:00,13.2,33.9
105,105,2025-10-29 02:30:00,12.94,33.9
106,106,2025-10-29 03:30:00,12.81,33.9
107,107,2025-10-29 04:30:00,12.86,33.9
108,108,2025-10-29 05:30:00,13.07,33.9
109,109,2025-10-29 06:30:00,13.37,33.8
110,110,2025-10-29 07:30:00,13.67,33.8
111,111,2025-10-29 08:30:00,13.89,33.8
112,112,2025-10-29 09:30:00,14.02,33.8
113,113,2025-10-29 10:30:00,14.08,33.8
114,114,2025-10-29 11:30:00,14.11,33.7
115,115,2025-10-29 12:30:00,14.13,33.7
116,116,2025-10-29 13:30:00,14.1,33.7
117,117,2025-10-29 14:30:00,14.01,33.8
118,118,2025-10-29 15:30:00,13.78,33.8
119,119,2025-10-29 16:30:00,13.45,33.8
120,120,2025-10-29 17:30:00,13.31,33.8
121,121,2025-10-29 18:30:00,13.17,33.8
122,122,2025-10-29 19:30:00,12.91,33.9
123,123,2025-10-29 20:30:00,12.64,33.9
124,124,2025-10-29 21:30:00,12.54,33.9
125,125,2025-10-29 22:30:00,12.64,33.9
126,126,2025-10-29 23:30:00,12.81,33.9
127,127,2025-10-30 00:30:00,12.9,33.9
128,128,2025-10-30 01:30:00,12.87,33.9
129,129,2025-10-30 02:30:00,12.82,33.9
130,130,2025-10-30 03:30:00,12.81,33.9
131,131,2025-10-30 04:30:00,12.86,33.9
132,132,2025-10-30 05:30:00,12.97,33.9
133,133,2025-10-30 06:30:00,13.11,33.9
134,134,2025-10-30 07:30:00,13.24,33.8
135,135,2025-10-30 08:30:00,13.35,33.8
136,136,2025-10-30 09:30:00,13.49,33.8
137,137,2025-10-30 10:30:00,13.69,33.8
138,138,2025-10-30 11:30:00,13.89,33.8
139,139,2025-10-30 12:30:00,14.01,33.8
140,140,2025-10-30 13:30:00,14.05,33.8
141,141,2025-10-30 14:30:00,14.05,33.8
142,142,2025-10-30 15:30:00,13.97,33.8
143,143,2025-10-30 16:30:00,13.84,33.8
144,144,2025-10-30 17:30:00,13.57,33.8
145,145,2025-10-30 18:30:00,13.39,33.8
146,146,2025-10-30 19:30:00,13.29,33.8
147,147,2025-10-30 20:30:00,13.1,33.8
148,148,2025-10-30 21:30:00,12.76,33.9
149,149,2025-10-30 22:30:00,12.44,33.9
150,150,2025-10-30 23:30:00,12.37,33.9
151,151,2025-10-31 00:30:00,12.58,33.9
152,152,2025-10-31 01:30:00,12.78,33.9
153,153,2025-10-31 02:30:00,12.78,33.9
154,154,2025-10-31 03:30:00,12.63,33.9
155,155,2025-10-31 04:30:00,12.5,33.9
156,156,2025-10-31 05:30:00,12.46,33.9
157,157,2025-10-31 06:30:00,12.52,33.9
158,158,2025-10-31 07:30:00,12.67,33.9
159,159,2025-10-31 08:30:00,12.9,33.8
160,160,2025-10-31 09:30:00,13.18,33.8
161,161,2025-10-31 10:30:00,13.5,33.8
162,162,2025-10-31 11:30:00,13.77,33.8
163,163,2025-10-31 12:30:00,13.93,33.8
164,164,2025-10-31 13:30:00,13.98,33.8
165,165,2025-10-31 14:30:00,13.92,33.8
166,166,2025-10-31 15:30:00,13.69,33.8
167,167,2025-10-31 16:30:00,13.18,33.8
168,168,2025-10-31 17:30:00,12.92,33.8
169,169,2025-10-31 18:30:00,12.77,33.9
170,170,2025-10-31 19:30:00,12.57,33.9
171,171,2025-10-31 20:30:00,12.35,33.9
172,172,2025-10-31 21:30:00,12.17,33.9
173,173,2025-10-31 22:30:00,12.13,33.9
174,174,2025-10-31 23:30:00,12.28,33.9
175,175,2025-11-01 00:30:00,12.51,33.9
176,176,2025-11-01 01:30:00,12.59,33.9
177,177,2025-11-01 02:30:00,12.5,33.9
178,178,2025-11-01 03:30:00,12.39,33.9
179,179,2025-11-01 04:30:00,12.33,33.9
180,180,2025-11-01 05:30:00,12.3,33.9
181,181,2025-11-01 06:30:00,12.27,33.9
182,182,2025-11-01 07:30:00,12.3,33.9
183,183,2025-11-01 08:30:00,12.41,33.9
184,184,2025-11-01 09:30:00,12.58,33.9
185,185,2025-11-01 10:30:00,12.79,33.9
186,186,2025-11-01 11:30:00,13.05,33.8
187,187,2025-11-01 12:30:00,13.3,33.8
188,188,2025-11-01 13:30:00,13.42,33.8
189,189,2025-11-01 14:30:00,13.33,33.8
190,190,2025-11-01 15:30:00,13.02,33.8
191,191,2025-11-01 16:30:00,12.54,33.9
192,192,2025-11-01 17:30:00,12.17,33.9
193,193,2025-11-01 18:30:00,11.91,33.9
194,194,2025-11-01 19:30:00,11.68,33.9
195,195,2025-11-01 20:30:00,11.41,33.9
196,196,2025-11-01 21:30:00,11.13,33.9
197,197,2025-11-01 22:30:00,10.97,33.9
198,198,2025-11-01 23:30:00,10.97,33.9
